order_id,order_date,order_time,customer_id,item_name,category,price,quantity,weather,temperature,humidity,customer_mood,payment_method,dine_type,total_amount
242,2025-04-02,08:58,C1182,Latte,Coffee,200,2,Sunny,32,53,Stressed,Card,Takeaway,400
243,2025-02-10,12:25,C1042,Brownie,Dessert,160,2,Hot,35,39,Romantic,Cash,Dine-In,320
244,2025-02-17,13:24,C1256,Masala Tea,Tea,120,4,Sunny,28,47,Happy,Card,Takeaway,480
245,2025-10-17,20:06,C1024,Lemonade,Beverage,150,1,Sunny,32,52,Stressed,UPI,Takeaway,150
246,2025-10-06,16:42,C1074,Cappuccino,Coffee,180,2,Hot,36,35,Relaxed,Cash,Takeaway,360
247,2025-02-09,11:10,C1170,Veg Sandwich,Snack,180,2,Cloudy,27,75,Energetic,Card,Dine-In,360
248,2025-12-19,18:05,C1039,Cheesecake,Dessert,240,3,Sunny,31,48,Tired,Card,Takeaway,720
249,2025-06-17,07:40,C1222,Iced Coffee,Coffee,210,4,Rainy,22,91,Sad,UPI,Takeaway,840
250,2025-02-13,19:39,C1195,Iced Coffee,Coffee,210,2,Cloudy,24,69,Relaxed,Cash,Dine-In,420
251,2025-07-19,12:23,C1139,Latte,Coffee,200,1,Sunny,30,52,Stressed,UPI,Dine-In,200
252,2025-02-14,09:27,C1048,Brownie,Dessert,160,4,Sunny,28,50,Energetic,Cash,Takeaway,640
253,2025-07-17,07:18,C1267,Masala Tea,Tea,120,4,Windy,26,58,Energetic,UPI,Takeaway,480
254,2025-03-28,09:17,C1142,Iced Coffee,Coffee,210,3,Rainy,20,85,Sad,Card,Takeaway,630
255,2025-09-05,19:04,C1101,Green Tea,Tea,140,3,Hot,37,44,Energetic,Card,Dine-In,420
256,2025-03-11,11:00,C1172,Masala Tea,Tea,120,3,Windy,25,60,Sad,Card,Dine-In,360
257,2025-06-03,12:38,C1150,Pasta,Meal,320,2,Rainy,21,89,Stressed,Cash,Takeaway,640
258,2025-10-22,19:15,C1289,Green Tea,Tea,140,4,Sunny,31,50,Happy,UPI,Dine-In,560
259,2025-12-16,19:35,C1150,Cappuccino,Coffee,180,4,Hot,35,42,Tired,Cash,Dine-In,720
260,2025-07-29,17:31,C1194,Espresso,Coffee,150,3,Sunny,29,51,Tired,UPI,Takeaway,450
261,2025-11-03,14:37,C1044,Masala Tea,Tea,120,4,Cloudy,26,73,Energetic,UPI,Dine-In,480
262,2025-12-03,17:22,C1221,Espresso,Coffee,150,1,Cloudy,27,70,Tired,UPI,Dine-In,150
263,2025-02-20,11:14,C1257,Cheesecake,Dessert,240,2,Rainy,23,90,Tired,UPI,Takeaway,480
264,2025-01-13,14:06,C1073,Iced Coffee,Coffee,210,4,Hot,34,36,Tired,Card,Takeaway,840
265,2025-06-25,14:50,C1232,Hot Chocolate,Beverage,220,4,Rainy,20,90,Romantic,Card,Dine-In,880
266,2025-06-03,07:51,C1085,Pasta,Meal,320,1,Sunny,30,55,Happy,Cash,Dine-In,320
267,2025-09-22,09:35,C1208,Espresso,Coffee,150,3,Cloudy,27,68,Tired,Cash,Dine-In,450
268,2025-04-06,17:42,C1220,Masala Tea,Tea,120,4,Sunny,32,48,Sad,Card,Dine-In,480
269,2025-12-27,10:13,C1167,Iced Coffee,Coffee,210,1,Cloudy,28,67,Stressed,UPI,Takeaway,210
270,2025-02-28,11:42,C1201,Muffin,Dessert,130,4,Cloudy,26,74,Sad,Cash,Dine-In,520
271,2025-06-28,12:54,C1044,Brownie,Dessert,160,2,Windy,24,64,Energetic,Cash,Dine-In,320
272,2025-06-10,08:15,C1215,Iced Coffee,Coffee,210,1,Sunny,29,53,Sad,Cash,Dine-In,210
273,2025-10-22,13:27,C1251,Espresso,Coffee,150,4,Cloudy,25,73,Relaxed,Card,Dine-In,600
274,2025-04-06,12:53,C1100,Brownie,Dessert,160,1,Hot,34,42,Relaxed,Card,Takeaway,160
275,2025-07-29,17:31,C1113,Masala Tea,Tea,120,4,Rainy,20,92,Happy,Card,Dine-In,480
276,2025-05-21,10:34,C1262,Iced Coffee,Coffee,210,2,Windy,26,62,Energetic,UPI,Dine-In,420
277,2025-05-18,19:34,C1112,Muffin,Dessert,130,3,Cloudy,24,72,Energetic,Card,Dine-In,390
278,2025-12-01,19:15,C1061,Iced Coffee,Coffee,210,1,Rainy,22,84,Sad,UPI,Dine-In,210
279,2025-10-29,18:22,C1106,Muffin,Dessert,130,4,Sunny,29,48,Tired,UPI,Takeaway,520
280,2025-09-30,11:38,C1137,Cheesecake,Dessert,240,2,Rainy,22,87,Energetic,Cash,Dine-In,480
281,2025-03-11,19:50,C1075,Masala Tea,Tea,120,1,Hot,35,37,Relaxed,Cash,Takeaway,120
282,2025-05-07,19:53,C1213,Chicken Sandwich,Snack,240,4,Rainy,24,93,Stressed,Card,Takeaway,960
283,2025-02-08,17:50,C1250,Lemonade,Beverage,150,1,Rainy,22,88,Sad,Card,Dine-In,150
284,2025-02-17,18:29,C1220,Chicken Sandwich,Snack,240,3,Hot,38,41,Relaxed,UPI,Takeaway,720
285,2025-05-18,12:53,C1249,Iced Coffee,Coffee,210,3,Cloudy,25,74,Tired,Card,Dine-In,630
286,2025-01-24,08:40,C1001,Cold Coffee,Beverage,230,4,Sunny,29,52,Sad,Card,Dine-In,920
287,2025-12-19,21:08,C1185,Lemonade,Beverage,150,3,Sunny,30,46,Romantic,Card,Dine-In,450
288,2025-07-10,17:57,C1047,Chicken Sandwich,Snack,240,2,Sunny,30,48,Sad,Cash,Dine-In,480
289,2025-01-01,10:30,C1005,Latte,Coffee,200,2,Cloudy,28,75,Sad,UPI,Takeaway,400
290,2025-03-03,20:27,C1053,Pasta,Meal,320,2,Rainy,21,89,Happy,UPI,Takeaway,640
291,2025-07-08,21:19,C1074,Espresso,Coffee,150,4,Windy,23,65,Romantic,UPI,Dine-In,600
292,2025-11-09,17:10,C1227,Brownie,Dessert,160,3,Cloudy,25,71,Energetic,UPI,Dine-In,480
293,2025-02-21,09:48,C1072,Latte,Coffee,200,4,Rainy,23,88,Tired,UPI,Takeaway,800
294,2025-11-27,08:15,C1106,Cheesecake,Dessert,240,3,Windy,22,65,Stressed,Cash,Dine-In,720
295,2025-07-20,11:41,C1037,Cappuccino,Coffee,180,2,Rainy,20,86,Sad,Cash,Dine-In,360
296,2025-07-04,21:20,C1280,Espresso,Coffee,150,4,Hot,38,41,Stressed,Cash,Dine-In,600
297,2025-08-30,19:04,C1204,Cappuccino,Coffee,180,1,Sunny,29,45,Happy,Cash,Takeaway,180
298,2025-11-18,18:32,C1275,Cold Coffee,Beverage,230,4,Rainy,23,84,Romantic,Cash,Dine-In,920
299,2025-05-23,08:19,C1201,Latte,Coffee,200,2,Hot,35,43,Stressed,Cash,Dine-In,400
300,2025-06-08,18:27,C1233,Pasta,Meal,320,2,Sunny,28,51,Happy,Cash,Dine-In,640
301,2025-06-08,17:47,C1255,Chicken Sandwich,Snack,240,2,Sunny,29,45,Relaxed,Card,Takeaway,480
302,2025-03-27,12:08,C1220,Pasta,Meal,320,3,Cloudy,24,65,Stressed,Card,Dine-In,960
303,2025-05-15,18:36,C1256,Chicken Sandwich,Snack,240,1,Rainy,24,88,Happy,Cash,Dine-In,240
304,2025-07-08,09:16,C1261,Cold Coffee,Beverage,230,1,Hot,34,38,Romantic,UPI,Dine-In,230
305,2025-01-07,10:02,C1019,Brownie,Dessert,160,3,Rainy,21,85,Tired,Cash,Takeaway,480
306,2025-04-25,12:15,C1062,Masala Tea,Tea,120,3,Sunny,28,54,Stressed,Cash,Dine-In,360
307,2025-04-02,10:51,C1145,Cheesecake,Dessert,240,1,Hot,34,42,Tired,Card,Takeaway,240
308,2025-02-14,15:29,C1125,Cappuccino,Coffee,180,3,Sunny,32,49,Romantic,Card,Takeaway,540
309,2025-10-30,14:49,C1004,Cold Coffee,Beverage,230,2,Cloudy,28,68,Relaxed,Card,Dine-In,460
310,2025-04-30,15:22,C1158,Chicken Sandwich,Snack,240,1,Hot,34,45,Sad,UPI,Dine-In,240
311,2025-09-29,10:26,C1023,Brownie,Dessert,160,1,Hot,35,39,Happy,UPI,Takeaway,160
312,2025-12-25,21:23,C1202,Brownie,Dessert,160,1,Cloudy,28,67,Romantic,UPI,Dine-In,160
313,2025-08-11,17:08,C1168,Hot Chocolate,Beverage,220,3,Sunny,30,51,Romantic,Card,Takeaway,660
314,2025-05-20,10:04,C1055,Hot Chocolate,Beverage,220,2,Windy,26,56,Relaxed,UPI,Takeaway,440
315,2025-08-27,12:26,C1238,Latte,Coffee,200,3,Hot,35,42,Stressed,Card,Dine-In,600
316,2025-02-16,09:51,C1168,Chicken Sandwich,Snack,240,3,Windy,26,55,Relaxed,UPI,Dine-In,720
317,2025-12-31,10:22,C1208,Masala Tea,Tea,120,1,Cloudy,26,67,Happy,Card,Dine-In,120
318,2025-02-18,14:06,C1102,Cold Coffee,Beverage,230,2,Sunny,28,48,Relaxed,Card,Takeaway,460
319,2025-12-18,17:41,C1102,Latte,Coffee,200,3,Hot,34,35,Happy,Cash,Takeaway,600
320,2025-03-07,08:57,C1294,Muffin,Dessert,130,3,Sunny,31,45,Relaxed,Card,Takeaway,390
321,2025-09-12,07:24,C1144,Chicken Sandwich,Snack,240,4,Sunny,29,47,Stressed,Card,Dine-In,960
322,2025-01-18,16:39,C1246,Veg Sandwich,Snack,180,2,Cloudy,27,71,Energetic,UPI,Dine-In,360
323,2025-05-24,13:08,C1279,Masala Tea,Tea,120,2,Cloudy,28,68,Romantic,UPI,Takeaway,240
324,2025-07-03,14:34,C1199,Cold Coffee,Beverage,230,4,Rainy,24,91,Stressed,Card,Dine-In,920
325,2025-01-14,12:38,C1242,Hot Chocolate,Beverage,220,1,Hot,36,35,Tired,Cash,Takeaway,220
326,2025-10-27,10:10,C1029,Latte,Coffee,200,2,Cloudy,26,73,Tired,UPI,Takeaway,400
327,2025-07-01,21:53,C1184,Muffin,Dessert,130,2,Sunny,32,50,Tired,Cash,Dine-In,260
328,2025-12-27,18:22,C1159,Veg Sandwich,Snack,180,2,Cloudy,25,72,Energetic,UPI,Takeaway,360
329,2025-01-20,08:03,C1104,Hot Chocolate,Beverage,220,2,Sunny,31,45,Stressed,UPI,Takeaway,440
330,2025-04-01,21:51,C1073,Muffin,Dessert,130,3,Sunny,29,54,Romantic,UPI,Takeaway,390
331,2025-02-07,12:45,C1070,Chicken Sandwich,Snack,240,4,Cloudy,26,69,Stressed,UPI,Takeaway,960
332,2025-11-24,14:41,C1183,Green Tea,Tea,140,2,Cloudy,28,74,Tired,UPI,Dine-In,280
333,2025-07-13,11:46,C1291,Pasta,Meal,320,3,Sunny,28,54,Sad,UPI,Dine-In,960
334,2025-11-05,12:58,C1170,Cold Coffee,Beverage,230,2,Cloudy,24,72,Relaxed,Cash,Dine-In,460
335,2025-05-02,12:20,C1136,Espresso,Coffee,150,1,Windy,24,62,Happy,UPI,Dine-In,150
336,2025-12-21,08:22,C1215,Iced Coffee,Coffee,210,1,Cloudy,24,71,Sad,UPI,Takeaway,210
337,2025-09-10,21:24,C1116,Green Tea,Tea,140,4,Sunny,31,54,Romantic,UPI,Takeaway,560
338,2025-02-07,19:54,C1176,Cappuccino,Coffee,180,3,Sunny,30,46,Happy,UPI,Takeaway,540
339,2025-03-24,18:04,C1016,Cheesecake,Dessert,240,1,Rainy,24,90,Romantic,Card,Dine-In,240
340,2025-11-07,21:27,C1284,Espresso,Coffee,150,1,Sunny,29,48,Sad,Cash,Takeaway,150
341,2025-12-05,11:19,C1252,Hot Chocolate,Beverage,220,1,Sunny,32,53,Tired,UPI,Dine-In,220
342,2025-07-04,07:27,C1050,Latte,Coffee,200,3,Windy,26,62,Relaxed,UPI,Dine-In,600
343,2025-03-29,17:18,C1251,Latte,Coffee,200,4,Windy,24,61,Sad,Cash,Takeaway,800
344,2025-02-16,17:34,C1229,Masala Tea,Tea,120,2,Rainy,23,88,Relaxed,UPI,Takeaway,240
345,2025-08-14,14:16,C1044,Hot Chocolate,Beverage,220,3,Cloudy,25,75,Happy,Cash,Takeaway,660
346,2025-10-05,13:48,C1275,Veg Sandwich,Snack,180,2,Cloudy,27,73,Sad,Cash,Takeaway,360
347,2025-10-21,21:15,C1265,Brownie,Dessert,160,3,Sunny,28,53,Energetic,Cash,Dine-In,480
348,2025-03-03,19:28,C1217,Espresso,Coffee,150,2,Hot,35,37,Happy,UPI,Takeaway,300
349,2025-04-14,20:40,C1285,Espresso,Coffee,150,3,Rainy,20,84,Sad,Card,Takeaway,450
350,2025-05-22,15:29,C1215,Lemonade,Beverage,150,1,Windy,26,64,Energetic,UPI,Takeaway,150
351,2025-03-18,09:36,C1147,Veg Sandwich,Snack,180,1,Hot,38,36,Tired,Cash,Takeaway,180
352,2025-07-30,11:24,C1142,Chicken Sandwich,Snack,240,4,Cloudy,27,65,Relaxed,Card,Dine-In,960
353,2025-11-13,16:43,C1244,Pasta,Meal,320,4,Sunny,30,48,Happy,Card,Takeaway,1280
354,2025-01-11,12:52,C1117,Cold Coffee,Beverage,230,3,Rainy,23,93,Happy,UPI,Takeaway,690
355,2025-08-15,19:52,C1097,Green Tea,Tea,140,3,Cloudy,28,75,Happy,Card,Dine-In,420
356,2025-07-28,18:31,C1160,Cold Coffee,Beverage,230,3,Windy,26,57,Happy,Cash,Takeaway,690
357,2025-03-11,19:54,C1017,Cheesecake,Dessert,240,1,Sunny,29,45,Relaxed,Card,Dine-In,240
358,2025-07-04,18:12,C1064,Iced Coffee,Coffee,210,3,Windy,26,61,Romantic,Cash,Dine-In,630
359,2025-05-04,12:31,C1180,Veg Sandwich,Snack,180,4,Sunny,31,54,Energetic,Card,Dine-In,720
360,2025-05-13,18:53,C1293,Pasta,Meal,320,1,Sunny,31,45,Relaxed,UPI,Dine-In,320
361,2025-11-28,10:43,C1005,Hot Chocolate,Beverage,220,3,Cloudy,28,65,Tired,Card,Dine-In,660
362,2025-11-28,09:38,C1141,Cold Coffee,Beverage,230,1,Sunny,32,49,Romantic,Card,Takeaway,230
363,2025-06-28,14:16,C1300,Hot Chocolate,Beverage,220,4,Rainy,24,92,Sad,UPI,Dine-In,880
364,2025-09-19,17:53,C1153,Muffin,Dessert,130,3,Cloudy,28,74,Stressed,Cash,Dine-In,390
365,2025-09-04,08:21,C1153,Iced Coffee,Coffee,210,3,Hot,36,45,Romantic,UPI,Dine-In,630
366,2025-09-22,19:15,C1164,Lemonade,Beverage,150,1,Windy,26,61,Romantic,Cash,Dine-In,150
367,2025-01-14,17:31,C1019,Iced Coffee,Coffee,210,3,Hot,37,41,Romantic,Cash,Dine-In,630
368,2025-06-25,18:45,C1088,Hot Chocolate,Beverage,220,4,Hot,36,43,Stressed,Cash,Dine-In,880
369,2025-05-31,08:30,C1172,Espresso,Coffee,150,3,Cloudy,28,67,Romantic,Cash,Dine-In,450
370,2025-04-24,12:14,C1300,Pasta,Meal,320,3,Rainy,22,88,Stressed,Card,Takeaway,960
371,2025-03-02,14:03,C1196,Muffin,Dessert,130,1,Rainy,21,91,Happy,Cash,Takeaway,130
372,2025-07-31,07:55,C1292,Muffin,Dessert,130,2,Sunny,29,50,Sad,Card,Dine-In,260
373,2025-06-11,20:45,C1030,Espresso,Coffee,150,1,Rainy,21,88,Romantic,UPI,Takeaway,150
374,2025-05-21,10:48,C1046,Cold Coffee,Beverage,230,2,Cloudy,25,72,Tired,UPI,Takeaway,460
375,2025-11-21,13:25,C1192,Masala Tea,Tea,120,4,Rainy,20,91,Relaxed,UPI,Takeaway,480
376,2025-09-29,10:01,C1177,Chicken Sandwich,Snack,240,1,Cloudy,25,68,Romantic,Card,Dine-In,240
377,2025-02-22,13:32,C1234,Veg Sandwich,Snack,180,3,Sunny,28,49,Stressed,Cash,Takeaway,540
378,2025-08-11,21:43,C1097,Espresso,Coffee,150,3,Hot,37,40,Tired,UPI,Takeaway,450
379,2025-01-10,10:14,C1087,Pasta,Meal,320,2,Sunny,28,54,Energetic,UPI,Takeaway,640
380,2025-12-31,17:50,C1025,Cappuccino,Coffee,180,4,Hot,36,43,Energetic,Cash,Dine-In,720
381,2025-12-05,08:41,C1195,Muffin,Dessert,130,1,Sunny,28,51,Sad,UPI,Takeaway,130
382,2025-08-31,18:09,C1139,Hot Chocolate,Beverage,220,1,Rainy,20,93,Energetic,Cash,Dine-In,220
383,2025-08-03,20:57,C1103,Latte,Coffee,200,1,Sunny,28,52,Relaxed,Card,Dine-In,200
384,2025-07-03,18:26,C1247,Iced Coffee,Coffee,210,2,Sunny,31,48,Romantic,Card,Dine-In,420
385,2025-01-02,07:42,C1262,Latte,Coffee,200,1,Windy,25,57,Happy,UPI,Dine-In,200
386,2025-05-12,17:14,C1090,Brownie,Dessert,160,3,Sunny,28,46,Tired,UPI,Takeaway,480
387,2025-07-04,19:43,C1071,Green Tea,Tea,140,4,Cloudy,24,65,Happy,Cash,Dine-In,560
388,2025-06-18,12:57,C1176,Brownie,Dessert,160,3,Hot,34,40,Tired,UPI,Dine-In,480
389,2025-07-25,13:29,C1086,Iced Coffee,Coffee,210,4,Cloudy,27,71,Romantic,UPI,Dine-In,840
390,2025-12-23,18:03,C1292,Muffin,Dessert,130,2,Sunny,32,52,Tired,Cash,Takeaway,260
391,2025-04-03,16:24,C1058,Cold Coffee,Beverage,230,3,Cloudy,25,72,Sad,Card,Takeaway,690
392,2025-01-24,08:16,C1290,Chicken Sandwich,Snack,240,3,Sunny,32,54,Romantic,UPI,Takeaway,720
393,2025-09-23,15:44,C1198,Pasta,Meal,320,1,Rainy,21,90,Stressed,UPI,Dine-In,320
394,2025-01-06,17:59,C1252,Espresso,Coffee,150,4,Hot,35,36,Tired,Card,Dine-In,600
395,2025-06-19,11:03,C1121,Cheesecake,Dessert,240,2,Cloudy,27,71,Tired,UPI,Takeaway,480
396,2025-08-16,19:36,C1255,Brownie,Dessert,160,1,Hot,37,40,Happy,Cash,Dine-In,160
397,2025-02-22,13:26,C1156,Cappuccino,Coffee,180,1,Windy,26,64,Romantic,Cash,Dine-In,180
398,2025-12-02,17:29,C1287,Green Tea,Tea,140,3,Windy,23,62,Stressed,Cash,Takeaway,420
399,2025-12-03,12:45,C1182,Brownie,Dessert,160,1,Sunny,29,45,Stressed,Cash,Takeaway,160
400,2025-10-08,15:23,C1210,Pasta,Meal,320,1,Sunny,29,52,Relaxed,UPI,Takeaway,320
401,2025-11-09,10:12,C1213,Latte,Coffee,200,4,Sunny,29,50,Happy,UPI,Dine-In,800
402,2025-08-19,14:42,C1025,Veg Sandwich,Snack,180,2,Hot,34,43,Romantic,Cash,Takeaway,360
403,2025-10-27,14:59,C1199,Cheesecake,Dessert,240,2,Cloudy,25,67,Happy,Cash,Takeaway,480
404,2025-09-16,21:24,C1069,Masala Tea,Tea,120,2,Sunny,30,49,Sad,UPI,Takeaway,240
405,2025-11-05,18:56,C1284,Pasta,Meal,320,3,Windy,26,60,Romantic,Cash,Dine-In,960
406,2025-04-13,10:39,C1258,Pasta,Meal,320,3,Cloudy,25,75,Relaxed,Cash,Takeaway,960
407,2025-12-30,08:48,C1274,Green Tea,Tea,140,4,Cloudy,27,75,Romantic,Card,Takeaway,560
408,2025-01-07,15:06,C1083,Cappuccino,Coffee,180,4,Sunny,28,48,Stressed,Card,Takeaway,720
409,2025-03-16,20:03,C1232,Pasta,Meal,320,3,Sunny,32,45,Stressed,UPI,Dine-In,960
410,2025-11-28,15:24,C1214,Hot Chocolate,Beverage,220,3,Cloudy,24,71,Sad,Cash,Takeaway,660
411,2025-10-10,07:00,C1189,Pasta,Meal,320,3,Sunny,31,48,Romantic,Cash,Dine-In,960
412,2025-04-10,11:28,C1194,Espresso,Coffee,150,1,Sunny,29,53,Happy,UPI,Takeaway,150
413,2025-05-23,15:16,C1239,Espresso,Coffee,150,2,Cloudy,26,65,Stressed,Cash,Dine-In,300
414,2025-01-21,09:59,C1252,Green Tea,Tea,140,1,Windy,26,65,Stressed,Cash,Takeaway,140
415,2025-02-07,19:45,C1259,Green Tea,Tea,140,2,Hot,38,36,Tired,UPI,Takeaway,280
416,2025-10-06,15:25,C1170,Latte,Coffee,200,3,Sunny,29,55,Stressed,Card,Takeaway,600
417,2025-04-22,19:39,C1178,Cheesecake,Dessert,240,4,Hot,34,36,Romantic,Card,Dine-In,960
418,2025-11-25,16:58,C1059,Veg Sandwich,Snack,180,2,Hot,36,41,Tired,Card,Takeaway,360
419,2025-10-04,18:18,C1023,Cappuccino,Coffee,180,3,Cloudy,28,72,Sad,Card,Dine-In,540
420,2025-06-14,15:05,C1034,Latte,Coffee,200,2,Hot,38,43,Happy,UPI,Dine-In,400
421,2025-12-17,13:53,C1037,Latte,Coffee,200,2,Cloudy,27,75,Tired,Cash,Dine-In,400
422,2025-01-13,14:45,C1129,Green Tea,Tea,140,1,Sunny,28,47,Tired,Cash,Dine-In,140
423,2025-10-22,20:14,C1222,Lemonade,Beverage,150,3,Rainy,23,93,Sad,Card,Dine-In,450
424,2025-07-19,17:07,C1300,Cheesecake,Dessert,240,1,Cloudy,28,66,Tired,UPI,Dine-In,240
425,2025-07-03,21:32,C1145,Latte,Coffee,200,3,Windy,24,64,Happy,Card,Takeaway,600
426,2025-07-22,20:42,C1201,Cappuccino,Coffee,180,4,Sunny,29,47,Romantic,Cash,Takeaway,720
427,2025-11-21,09:19,C1285,Chicken Sandwich,Snack,240,3,Hot,34,43,Tired,UPI,Dine-In,720
428,2025-01-22,07:36,C1177,Veg Sandwich,Snack,180,4,Cloudy,24,69,Relaxed,UPI,Takeaway,720
429,2025-11-27,20:32,C1059,Espresso,Coffee,150,2,Sunny,32,49,Relaxed,UPI,Dine-In,300
430,2025-10-09,14:41,C1102,Cheesecake,Dessert,240,1,Sunny,28,49,Happy,Cash,Takeaway,240
431,2025-06-19,12:08,C1163,Chicken Sandwich,Snack,240,2,Sunny,32,46,Relaxed,Card,Takeaway,480
432,2025-06-18,16:42,C1087,Iced Coffee,Coffee,210,2,Cloudy,26,70,Sad,UPI,Takeaway,420
433,2025-05-07,19:14,C1170,Pasta,Meal,320,4,Sunny,30,47,Romantic,Card,Takeaway,1280
434,2025-08-17,12:49,C1042,Iced Coffee,Coffee,210,4,Cloudy,25,75,Energetic,Card,Dine-In,840
435,2025-10-03,10:16,C1016,Pasta,Meal,320,1,Cloudy,24,73,Romantic,Cash,Takeaway,320
436,2025-10-30,10:58,C1077,Cappuccino,Coffee,180,3,Cloudy,28,72,Romantic,Card,Takeaway,540
437,2025-04-25,21:49,C1204,Veg Sandwich,Snack,180,3,Sunny,32,53,Happy,Card,Dine-In,540
438,2025-12-06,10:54,C1092,Cold Coffee,Beverage,230,2,Windy,23,62,Relaxed,Cash,Dine-In,460
439,2025-09-05,12:02,C1022,Hot Chocolate,Beverage,220,4,Sunny,30,50,Relaxed,Cash,Dine-In,880
440,2025-09-23,21:50,C1166,Green Tea,Tea,140,4,Rainy,23,83,Happy,UPI,Takeaway,560
441,2025-05-15,16:34,C1040,Veg Sandwich,Snack,180,2,Rainy,23,88,Energetic,Cash,Takeaway,360
442,2025-07-12,21:14,C1247,Cheesecake,Dessert,240,4,Rainy,22,90,Tired,Cash,Dine-In,960
443,2025-09-14,21:08,C1109,Brownie,Dessert,160,2,Sunny,32,55,Stressed,UPI,Dine-In,320
444,2025-03-22,12:38,C1059,Pasta,Meal,320,1,Cloudy,27,70,Romantic,Card,Takeaway,320
445,2025-09-03,10:37,C1083,Espresso,Coffee,150,4,Sunny,28,47,Energetic,UPI,Dine-In,600
446,2025-10-21,09:03,C1289,Espresso,Coffee,150,3,Hot,38,41,Energetic,Cash,Dine-In,450
447,2025-12-05,20:18,C1113,Latte,Coffee,200,2,Rainy,23,90,Relaxed,Card,Dine-In,400
448,2025-10-26,20:49,C1036,Espresso,Coffee,150,3,Sunny,30,52,Energetic,UPI,Takeaway,450
449,2025-07-17,09:06,C1077,Cappuccino,Coffee,180,2,Cloudy,28,75,Sad,Cash,Dine-In,360
450,2025-04-01,14:57,C1061,Veg Sandwich,Snack,180,1,Hot,38,43,Tired,UPI,Takeaway,180
451,2025-12-04,09:57,C1190,Veg Sandwich,Snack,180,1,Hot,37,43,Sad,UPI,Takeaway,180
452,2025-04-28,19:30,C1069,Cold Coffee,Beverage,230,4,Rainy,24,84,Sad,Card,Takeaway,920
453,2025-04-30,21:54,C1097,Latte,Coffee,200,3,Cloudy,28,71,Stressed,UPI,Dine-In,600
454,2025-10-23,15:07,C1186,Cheesecake,Dessert,240,1,Rainy,21,88,Sad,UPI,Dine-In,240
455,2025-08-07,17:37,C1142,Iced Coffee,Coffee,210,3,Hot,37,44,Stressed,Cash,Takeaway,630
456,2025-04-15,13:35,C1130,Cold Coffee,Beverage,230,4,Sunny,32,53,Sad,Card,Takeaway,920
457,2025-12-28,13:47,C1110,Espresso,Coffee,150,1,Cloudy,27,67,Happy,Cash,Takeaway,150
458,2025-06-23,19:35,C1075,Veg Sandwich,Snack,180,1,Sunny,28,46,Tired,Card,Takeaway,180
459,2025-02-15,08:16,C1267,Hot Chocolate,Beverage,220,3,Sunny,28,51,Sad,Card,Dine-In,660
460,2025-03-31,17:31,C1018,Brownie,Dessert,160,1,Sunny,32,49,Relaxed,Cash,Dine-In,160
461,2025-11-11,09:43,C1142,Cappuccino,Coffee,180,3,Sunny,28,47,Happy,Card,Takeaway,540
462,2025-12-09,13:25,C1146,Veg Sandwich,Snack,180,2,Cloudy,24,66,Energetic,Cash,Takeaway,360
463,2025-06-27,20:17,C1134,Hot Chocolate,Beverage,220,2,Rainy,23,92,Happy,UPI,Takeaway,440
464,2025-09-17,08:35,C1276,Latte,Coffee,200,3,Rainy,20,91,Stressed,Cash,Takeaway,600
465,2025-12-22,14:24,C1236,Veg Sandwich,Snack,180,4,Windy,24,62,Romantic,Cash,Dine-In,720
466,2025-09-04,08:16,C1118,Latte,Coffee,200,4,Cloudy,25,75,Romantic,Card,Takeaway,800
467,2025-06-30,15:34,C1176,Cappuccino,Coffee,180,3,Sunny,28,51,Romantic,UPI,Dine-In,540
468,2025-09-01,12:22,C1103,Hot Chocolate,Beverage,220,3,Sunny,29,52,Romantic,UPI,Dine-In,660
469,2025-05-16,10:14,C1055,Hot Chocolate,Beverage,220,2,Windy,24,57,Tired,UPI,Dine-In,440
470,2025-12-13,17:31,C1247,Veg Sandwich,Snack,180,1,Windy,26,55,Tired,Card,Takeaway,180
471,2025-09-10,21:56,C1114,Lemonade,Beverage,150,3,Rainy,24,87,Sad,Cash,Dine-In,450
472,2025-01-28,15:51,C1202,Masala Tea,Tea,120,4,Hot,34,43,Stressed,Cash,Dine-In,480
473,2025-08-23,08:44,C1108,Cheesecake,Dessert,240,4,Rainy,20,83,Romantic,Card,Dine-In,960
474,2025-06-16,12:39,C1242,Muffin,Dessert,130,3,Sunny,30,48,Stressed,Cash,Takeaway,390
475,2025-07-07,09:31,C1206,Masala Tea,Tea,120,2,Rainy,22,88,Tired,Card,Takeaway,240
476,2025-04-03,16:08,C1222,Veg Sandwich,Snack,180,2,Windy,24,58,Energetic,Card,Dine-In,360
477,2025-03-16,19:47,C1069,Espresso,Coffee,150,4,Windy,23,61,Sad,Cash,Takeaway,600
478,2025-09-07,11:16,C1131,Cheesecake,Dessert,240,1,Rainy,21,83,Relaxed,Card,Dine-In,240
479,2025-08-19,18:21,C1011,Iced Coffee,Coffee,210,3,Rainy,24,87,Stressed,Card,Dine-In,630
480,2025-06-29,20:43,C1146,Veg Sandwich,Snack,180,2,Cloudy,28,67,Tired,Card,Takeaway,360
481,2025-12-11,15:31,C1238,Cold Coffee,Beverage,230,4,Hot,37,44,Stressed,Cash,Dine-In,920
482,2025-03-27,17:51,C1037,Lemonade,Beverage,150,3,Rainy,24,92,Sad,UPI,Dine-In,450
